Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Colossos - Kampf der Giganten,Heide Park,Intamin,Wood,2001,53.0231,9.8833,68,164,0,4.5,2001-04-13
Cornball Express,Indiana Beach,Custom Coasters International,Wood,2001,40.7898,-86.771,45,90,0,4.7,2001-05-18
Déjà Vu (roller coaster),Other,Vekoma,Other,2001,37.00012401359481,-30.856697231634712,65,193,0,4.047304015912076,1999-01-01
Do-Dodonpa,Fuji-Q Highland,S&S – Sansei Technologies,Steel,2001,35.4877,138.7823,111,160,1,5.594038259538301,2001-12-21
Expedition GeForce,"Holiday Park, Germany",Intamin,Steel,2001,49.32,8.295,74,170,0,4.5,2001-06-18
Flying Ace Aerial Chase,Kings Island,Vekoma,Steel,2001,38.7530212364798,-40.13595946237649,26,38,0,2.2,2001-01-01
Giant Inverted Boomerang,Other,Vekoma,Other,2001,37.00012401359481,-30.856697231634712,65,193,0,4.047304015912076,1999-01-01
Goofy's Sky School,Disney California Adventure,Mack Rides,Steel,2001,33.8063,-117.923,27,40,0,2.57663531725127,2001-02-08
Hypersonic XLC,Kings Dominion,S&S – Sansei Technologies,Steel,2001,37.8372,-77.446,80,183,0,4.0,2001-03-24
Incredicoaster,Disney California Adventure,Intamin,Steel,2001,33.8046,-117.9218,55,115,1,3.610728905669493,2001-02-08
Insane Speed,Janfusun Fancyworld,Bolliger & Mabillard,Steel,2001,23.6187,120.5758,53,113,4,4.0,2001-01-01
Lego Technic Test Track,Other,Mack Rides,Steel,2001,38.657593770692074,-40.84985243766698,35,51,0,2.935574228461153,1999-01-01
MP Xpress,Movie Park Germany,Vekoma,Steel,2001,51.6246,6.9733,49,109,5,4.152716121706678,2001-04-06
Mulholland Madness,Disney California Adventure,Mack Rides,Steel,2001,33.8063,-117.923,27,40,0,2.57663531725127,2001-02-08
Nitro (Six Flags Great Adventure),Six Flags Great Adventure,Bolliger & Mabillard,Steel,2001,40.1356,-74.4444,80,183,0,4.3,2001-04-07
Phantom's Revenge,Kennywood,D. H. Morgan Manufacturing,Steel,2001,40.389,-79.866,85,196,0,3.5,1991-05-10
Silver Streak (Canada's Wonderland),Canada's Wonderland,Vekoma,Steel,2001,43.8424,-79.5462,26,38,0,2.6379633104053255,2001-05-06
Talon (roller coaster),Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Steel,2001,40.579,-75.53,58,124,4,4.5,2001-05-05
The Flash: Vertical Velocity,Six Flags Discovery Kingdom,Intamin,Steel,2001,38.1382,-122.2323,65,142,1,3.9535373724178946,2001-06-08
Thundercoaster (TusenFryd),TusenFryd,Vekoma,Wood,2001,59.7472,10.7773,57,124,0,2.4,2001-05-01
Titan (Six Flags Over Texas),Six Flags Over Texas,Giovanola,Steel,2001,32.7556,-97.0742,85,197,0,4.496686941810481,2001-04-27
Vertical Velocity (roller coaster),Six Flags Great America,Intamin,Steel,2001,42.3679,-87.9324,70,156,0,4.06196451688044,2001-05-18
Vonkaputous,Linnanmäki,Premier Rides,Steel,2001,60.1883,24.9381,37,69,0,2.5,2001-05-12
Wildfire (Silver Dollar City),Silver Dollar City,Bolliger & Mabillard,Steel,2001,36.6686,-93.3425,66,145,5,3.6,2001-04-04
Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",Vekoma,Other,2001,32.7557,-97.0702,47,96,0,3.2736266169178556,1999-01-01
X-Flight (Geauga Lake),Other,Vekoma,Steel,2001,37.94896539157824,-35.430509870267315,50,103,5,4.3,1999-01-01
Apple Zapple (Kings Dominion),Kings Dominion,Mack Rides,Steel,2002,38.46116806625945,-38.81046905051687,35,63,0,2.9456664334209144,2002-03-22
Avalancha (roller coaster),Xetulul Theme Park,Intamin,Steel,2002,37.712838255150245,-33.16010815079039,54,115,8,4.530219769775002,2002-01-01
Batman: The Dark Knight (roller coaster),Six Flags New England,Bolliger & Mabillard,Steel,2002,42.0353,-72.6131,55,116,5,4.161603365001653,2002-04-20
Batman: Arkham Asylum (roller coaster),Parque Warner Madrid,Bolliger & Mabillard,Steel,2002,40.2282,-3.5924,49,103,5,4.9,2002-04-06
Colossus (Thorpe Park),Thorpe Park,Intamin,Steel,2002,51.4032,-0.513,45,89,10,4.2,2002-03-22
Escape from Madagascar,Dreamworld,Vekoma,Steel,2002,-27.8639,153.3169,26,48,0,2.2,2002-12-26
Flying Coaster (Elitch Gardens),Other,Zamperla,Steel,2002,38.62950953961469,-37.88234889973239,25,38,2,3.3,1999-01-01
Galactica (roller coaster),Alton Towers,Bolliger & Mabillard,Steel,2002,52.9859,-1.8821,46,65,2,3.5,2002-03-16
Goliath (Walibi Holland),Walibi Holland,Intamin,Steel,2002,52.4386,5.7614,65,154,0,4.092056040561772,2002-03-29
Jubilee Odyssey,Fantasy Island (UK amusement park),Vekoma,Steel,2002,53.1922,0.3461,63,138,5,4.8,2002-05-23
Lost Coaster of Superstition Mountain,Indiana Beach,Custom Coasters International,Wood,2002,40.7886,-86.77,20,22,0,2.407147006479544,2002-06-06
New Mexico Rattler,Cliff's Amusement Park,Vekoma,Wood,2002,35.143,-106.5884,47,94,0,3.240719998470876,2002-09-28
Primeval Whirl,Disney's Animal Kingdom,Reverchon Industries,Steel,2002,28.3564,-81.5877,29,46,0,2.5,2002-03-31
Ricochet (Carowinds),Carowinds,Mack Rides,Steel,2002,35.1042,-80.9428,28,43,0,2.6493537166808245,2002-03-23
Roller Soaker,Hersheypark,Setpoint USA,Steel,2002,40.2914,-76.6531,20,23,0,2.433454132714882,2002-05-04
Rugrats Runaway Reptar (Dreamworld),Dreamworld,Vekoma,Steel,2002,-27.8639,153.3169,26,48,0,2.2,2002-12-26
Scooby-Doo Spooky Coaster,Warner Bros. Movie World,Mack Rides,Steel,2002,-27.9078,153.3111,27,55,0,2.4,2002-06-17
Silver Star (roller coaster),Europa-Park,Bolliger & Mabillard,Steel,2002,48.268,7.72,78,239,0,4.0,2002-03-23
Star Jet,Casino Pier,E&F Miler Industries,Steel,2002,39.9428,-74.0683,47,96,0,3.3139842090399476,2002-01-01
Superman: La Atracción de Acero,Parque Warner Madrid,Bolliger & Mabillard,Steel,2002,40.2277,-3.5906,62,136,7,4.703398205604561,2002-04-06
Superman: Ultimate Flight,Other,Bolliger & Mabillard,Steel,2002,38.01282824360885,-37.290980514187936,51,105,2,3.0,1999-01-01
Toboggan (Conneaut Lake Park),Conneaut Lake Park,Chance Rides,Steel,2002,41.6341,-80.3137,47,95,0,3.312104233017024,2002-01-01
Tom & Jerry (roller coaster),Parque Warner Madrid,Zierer,Steel,2002,40.2298,-3.5961,22,28,0,2.5709916667441775,2002-04-06
Le Vampire,La Ronde,Bolliger & Mabillard,Steel,2002,45.5225,-73.5381,50,102,5,4.0,2002-05-18
Wicked Twister,Cedar Point,Intamin,Steel,2002,41.482,-82.6799,72,162,0,4.118582727251027,2002-05-05
Winja's Fear & Force,Other,Maurer AG,Steel,2002,50.8002,6.8777,37,69,0,3.131579639903549,2002-03-30
X2 (roller coaster),Six Flags Magic Mountain,Arrow Dynamics,Steel,2002,34.421,-118.5929,76,172,2,4.0,2002-01-12
Xcelerator,Knott's Berry Farm,Intamin,Steel,2002,33.8458,-118.0008,82,189,0,4.367103332975791,2002-06-22
Atlantis Adventure,Lotte World,Intamin,Steel,2003,38.120264047851585,-37.67435032140884,46,94,0,3.314300552929133,2003-01-01
Balder (roller coaster),Liseberg,Intamin,Wood,2003,57.6933,11.9961,55,118,0,3.768057029593326,2003-04-12
Canyon Blaster (Great Escape),Other,Arrow Development,Steel,2003,38.16219944090186,-37.763170135650284,45,90,0,3.261985338616526,1999-01-01
Dragon Express,Adventure World,Zamperla,Steel,2003,-32.097,115.8181,19,13,0,2.2771026101081198,2003-09-27
Greased Lightnin' (Six Flags Discovery Kingdom),Other,Anton Schwarzkopf,Other,2003,37.96367757361875,-36.32975168710561,50,104,2,3.672974468143085,1999-01-01
Greezed Lightnin' (Kentucky Kingdom),Other,Anton Schwarzkopf,Other,2003,37.96367757361875,-36.32975168710561,50,104,2,3.672974468143085,1999-01-01
Half Pipe (roller coaster),Other,Intamin,Steel,2003,38.14847152321565,-36.91780632099142,43,86,0,4.5,1999-01-01
Jack Rabbit (Celebration City),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2003,28.3303,-81.5147,48,97,0,3.2623342634522317,1999-01-01
The Jester (roller coaster),Other,Vekoma,Steel,2003,38.20424098629408,-36.29671983173728,40,76,3,3.5,1999-01-01
Kiddy Hawk,Carowinds,Vekoma,Steel,2003,38.67837771875346,-39.13607852172004,26,38,0,2.2,2003-03-22
Nemesis Inferno,Thorpe Park,Bolliger & Mabillard,Steel,2003,51.4035,-0.5164,49,95,4,5.0,2003-04-05
Ozark Wildcat,Celebration City,Great Coasters International,Wood,2003,36.6509,-93.2938,45,89,0,3.187414460493674,2003-05-01
Scream (roller coaster),Six Flags Magic Mountain,Bolliger & Mabillard,Steel,2003,34.4286,-118.5983,63,137,7,4.0,2003-04-12
Spider (roller coaster),Lagoon,Maurer AG,Steel,2003,40.9844,-111.895,37,68,0,2.93313279491532,2003-04-01
Steel Venom (Valleyfair),Valleyfair,Intamin,Steel,2003,44.7978,-93.4517,68,151,0,3.9791054201614386,2003-05-17
Swamp Thing (Wild Adventures),Wild Adventures,Vekoma,Steel,2003,30.7196,-83.3217,26,38,0,2.2,2003-01-01
Thunder Dolphin,Tokyo Dome City Attractions,Intamin,Steel,2003,35.7063,139.7533,80,262,0,4.4,2003-05-01
Top Thrill Dragster,Cedar Point,Intamin,Steel,2003,41.484,-82.6862,120,292,0,5.679684677477326,2003-05-04
Twist n' Shout,Loudoun Castle,Anton Schwarzkopf,Steel,2003,55.6104,-4.3689,41,79,1,3.371073789098311,2003-04-01
Vild-Svinet,BonBon-Land,Gerstlauer,Steel,2003,55.2611,11.8634,45,72,1,3.4871642982739175,2003-05-16
Vilda Musen,Gröna Lund,Gerstlauer,Steel,2003,59.3231,18.0956,34,61,0,3.0761923773018154,2003-04-18
Booster Bike,Toverland,Vekoma,Steel,2004,51.3975,5.9842,46,49,0,2.5,2004-07-27
Dæmonen,Tivoli Gardens,Bolliger & Mabillard,Steel,2004,55.6728,12.5703,47,91,3,4.0,2004-04-16
Dragon's Fury (roller coaster),Chessington World of Adventures,Maurer AG,Steel,2004,51.348,-0.319,46,95,0,3.416972075854286,2004-03-27
Fairly Odd Coaster,Nickelodeon Universe,Gerstlauer,Steel,2004,44.8542,-93.2422,31,52,0,3.2,2004-03-15
Hell Cat,Clementon Amusement Park,S&S – Sansei Technologies,Wood,2004,39.802,-74.9847,56,119,0,3.573769476516972,2004-09-18
The Joker Funhouse Coaster,Six Flags Over Georgia,Chance Manufacturing,Steel,2004,33.7678,-84.551,30,49,0,2.6820082281429727,2004-09-04
Lightning (roller coaster),Kuwait Entertainment City,Bolliger & Mabillard,Steel,2004,29.3456,47.8182,53,112,5,4.160118809572129,2004-01-01
Nighthawk (roller coaster),Other,Vekoma,Steel,2004,37.81213664021771,-33.89875862090048,51,106,5,4.3,1999-01-01
Ragin' Cajun (roller coaster),Other,Zamperla,Steel,2004,38.5516145723986,-38.320699026880106,29,47,0,2.5,1999-01-01
Revenge of the Mummy,Other,Premier Rides,Steel,2004,38.25637512539061,-37.5485569792977,40,76,0,3.087849109631456,1999-01-01
Sand Serpent,Other,Mack Rides,Steel,2004,38.57089057326768,-38.21470558610906,28,44,0,2.6954850022869117,1999-01-01
Shock Wave (Brean Leisure Park),Brean Leisure Park,Pinfari,Steel,2004,51.2861,-3.0089,48,99,1,3.5787690717931433,2004-01-01
Silver Bullet (Knott's Berry Farm),Knott's Berry Farm,Bolliger & Mabillard,Steel,2004,33.8444,-117.9997,55,115,6,3.0,2004-12-07
Spinball Whizzer,Alton Towers,Maurer AG,Steel,2004,52.9889,-1.8946,37,55,0,3.086981012335695,2004-03-27
Spinning Dragons,Worlds of Fun,Gerstlauer,Steel,2004,39.1754,-94.4879,31,52,0,2.728284879025935,2004-04-17
Steel Dragon (Waldameer),Waldameer Park,Maurer AG,Steel,2004,42.1081,-80.1589,37,69,0,2.9659064242190816,2004-07-02
Storm Runner,Hersheypark,Intamin,Steel,2004,40.2897,-76.6536,75,171,3,5.0,2004-05-08
Super Grover's Box Car Derby,Other,Zierer,Steel,2004,38.57089057326768,-38.21470558610906,28,44,0,2.6954850022869117,1999-01-01
Superman El Último Escape,Six Flags México,D. H. Morgan Manufacturing,Steel,2004,37.349522250678405,-35.62782849632515,74,170,0,4.21916561914156,2004-11-19
The Gauntlet (roller coaster),Magic Springs and Crystal Falls,Vekoma,Steel,2004,38.1941,-85.747,49,102,5,3.9317391043651533,2004-04-10
Thunderhead (roller coaster),Dollywood,Great Coasters International,Wood,2004,35.7967,-83.5319,53,113,0,3.4691068764364665,2004-04-03
Time Warp (roller coaster),Canada's Wonderland,Zamperla,Steel,2004,43.8408,-79.5396,25,50,2,2.850674512520225,2004-05-02
Tulireki,Linnanmäki,Mack Rides,Steel,2004,60.1881,24.9381,36,67,0,3.5,2004-04-29
Typhoon (Bobbejaanland),Bobbejaanland,Gerstlauer,Steel,2004,51.1997,4.9055,49,84,4,5.0,2004-04-10
WhirlWind (Seabreeze),Seabreeze Amusement Park,Maurer AG,Steel,2004,43.234,-77.5429,37,69,0,2.974409990038474,2004-01-01
Atlantica SuperSplash,Europa Park,Mack Rides,Other,2005,48.2622,7.7211,49,98,0,4.0,2005-03-19
Bat (Lagoon),Lagoon Amusement Park,Vekoma,Steel,2005,40.9862,-111.8926,29,48,0,2.2,2005-04-16
Cobra (PowerPark),PowerPark,Vekoma,Steel,2005,63.2298,22.8587,47,97,3,5.2,2005-01-01
Fairly Odd Coaster (Carowinds),Carowinds,Philadelphia Toboggan Coasters,Wood,2005,35.101,-80.9394,36,65,0,2.8781489818919077,1975-01-01
Frankie's Mine Train,Other,Zamperla,Steel,2005,38.01797837419141,-36.62301430616128,47,97,0,3.327458818768939,1999-01-01
G Force (roller coaster),Drayton Manor Theme Park,Maurer AG,Other,2005,52.6128,-1.7147,43,87,3,4.3,2005-07-26
Hades 360,Mt. Olympus Water & Theme Park,The Gravity Group,Wood,2005,43.617,-89.7893,60,130,1,3.5,2013-05-14
Hydra the Revenge,Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Steel,2005,40.581,-75.5325,53,111,7,4.286444366551585,2005-05-07
Italian Job: Stunt Track (Canada's Wonderland),Other,Premier Rides,Steel,2005,38.219502706597254,-37.056381903440524,40,77,0,3.0771979253732766,1999-01-01
Italian Job: Stunt Track (Kings Island),Other,Premier Rides,Steel,2005,38.219502706597254,-37.056381903440524,40,77,0,3.0771979253732766,1999-01-01
Kanonen,Liseberg,Intamin,Steel,2005,57.6933,11.9954,46,78,2,3.6493057976402987,2005-04-23
Kingda Ka,Six Flags Great Adventure,Intamin,Steel,2005,40.1392,-74.4365,128,314,0,5.923217927507203,2005-05-21
Pandemonium (roller coaster),Other,Gerstlauer,Steel,2005,38.455389292505046,-37.55599335854902,31,52,0,2.7829248448648727,1999-01-01
Raging Spirits,Tokyo DisneySea,Intamin,Steel,2005,35.6277,139.8808,37,71,1,3.308317336392083,2005-07-21
Rita (roller coaster),Alton Towers,Intamin,Steel,2005,52.985,-1.8905,61,60,0,4.7,2005-04-01
Sequoia Adventure,Gardaland,S&S - Sansei Technologies,Steel,2005,45.457,10.7076,51,108,3,3.8988146395449057,2005-04-30
SheiKra,Busch Gardens Tampa Bay,Bolliger & Mabillard,Steel,2005,28.0367,-82.4244,70,157,1,4.0,2005-05-21
Space Mountain: Mission 2,Disneyland Park (Paris),Vekoma,Steel,2005,48.8741,2.7793,44,88,3,3.6579871928805865,2017-05-07
Superman Escape,Warner Bros. Movie World,Intamin,Steel,2005,-27.908,153.3125,62,131,0,4.2,2005-12-26
Wild Mouse (Beech Bend Park),Beech Bend Park,Zamperla,Steel,2005,37.0225,-86.4017,29,47,0,2.5,2005-01-01
10 Inversion Roller Coaster,Chimelong Paradise,Intamin,Steel,2006,23.0044,113.3269,45,91,10,4.510462619677625,2006-01-01
Black Mamba (roller coaster),Phantasialand,Bolliger & Mabillard,Steel,2006,50.7986,6.8803,49,103,4,4.0,2006-05-24
Crystal Wing,Happy Valley Beijing,Bolliger & Mabillard,Steel,2006,39.866,116.4885,51,108,2,3.8546202631926896,2006-07-09
Eejanaika (roller coaster),Fuji-Q Highland,S&S Arrow,Steel,2006,35.4884,138.7808,78,182,3,4.872144281727831,2006-07-19
Expedition Everest,Disney's Animal Kingdom,Vekoma,Other,2006,37.93671673912175,-36.292723588156264,50,104,0,3.0,2006-04-07
Fairly Odd Coaster (Kings Island),Kings Island,Philadelphia Toboggan Coasters,Wood,2006,39.3432,-84.2693,35,63,0,2.850351285123704,1972-01-01
Golden Wings in Snowfield,Happy Valley Beijing,Vekoma,Steel,2006,39.865,116.4846,53,115,4,4.177042492895023,2006-07-09
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Bolliger & Mabillard,Steel,2006,33.7692,-84.55,70,157,0,3.970012873422565,2006-04-01
Goliath (La Ronde),La Ronde,Bolliger & Mabillard,Steel,2006,45.5278,-73.5363,68,153,0,3.986617566549466,2006-05-13
Grand Exposition Coaster,Silver Dollar City,Zamperla,Steel,2006,36.6704,-93.3366,47,98,0,3.2515315580447925,2006-04-01
Italian Job: Turbo Coaster,Other,Premier Rides,Steel,2006,38.18263028780389,-36.564206827583234,40,77,0,3.066546741115104,1999-01-01
Jungle Racing,Happy Valley Beijing,Vekoma,Steel,2006,39.868,116.4874,30,51,0,2.2,2006-07-09
Kentucky Rumbler,Beech Bend Park,Great Coasters International,Wood,2006,37.0225,-86.4017,47,95,0,3.229824962114524,2006-05-06
Kumali,Flamingo Land,Vekoma,Steel,2006,54.2117,-0.8066,54,118,4,4.7,2006-01-01
Patriot (Worlds of Fun),Worlds of Fun,Bolliger & Mabillard,Steel,2006,39.1753,-94.4889,60,130,4,4.12398380536969,2006-04-08
Speed Monster,TusenFryd,Intamin,Steel,2006,59.7482,10.777,55,120,3,4.0,2006-04-23
Speed: No Limits,Oakwood Theme Park,Gerstlauer,Steel,2006,51.779,-4.805,59,129,2,4.5,2006-04-13
Stealth (roller coaster),Thorpe Park,Intamin,Steel,2006,51.405,-0.5153,80,205,0,4.51754861330096,2006-03-15
Tatsu,Six Flags Magic Mountain,Bolliger & Mabillard,Steel,2006,34.4219,-118.5975,62,135,4,4.137728897968703,2006-05-13
Thunderbird (PowerPark),PowerPark,Great Coasters International,Wood,2006,63.2306,22.8579,48,99,0,3.519240957547691,2006-04-29
El Toro (Six Flags Great Adventure),Six Flags Great Adventure,Intamin,Wood,2006,40.1389,-74.4346,70,157,0,4.012433821306352,2006-06-12
The Voyage (roller coaster),Holiday World & Splashin' Safari,The Gravity Group,Wood,2006,38.1213,-86.9115,67,149,0,3.8894779271556033,2006-05-06
X-Coaster,Magic Springs and Crystal Falls,Maurer AG,Steel,2006,34.5179,-93.0151,65,144,0,3.7995098843433084,2006-05-27
Boardwalk Bullet,Kemah Boardwalk,Martin & Vleminckx,Wood,2007,29.5463,-95.0173,51,106,0,3.5,2007-08-31
Crush's Coaster,Walt Disney Studios Park,Maurer AG,Steel,2007,48.8682,2.7777,37,71,0,3.078465588431534,2007-06-09
De Vliegende Hollander,Efteling,Kumbak,Steel,2007,51.648,5.0474,42,59,0,2.0,2007-04-01
Firehawk (roller coaster),Other,Vekoma,Steel,2007,37.72503483839924,-32.430867048298296,50,104,5,4.3,1999-01-01
Formule X,Drievliet Family Park,Maurer AG,Steel,2007,52.0544,4.3496,45,91,2,3.5685487473662114,2007-04-06
Furius Baco,PortAventura Park,Intamin,Steel,2007,41.0847,1.1564,83,196,1,4.7,2007-06-05
Galaxy Orbiter,Galaxyland,Gerstlauer,Steel,2007,53.5236,-113.6211,24,147,0,3.26,2007-07-17
Griffon (roller coaster),Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,2007,37.2344,-76.6475,71,160,2,4.0,2007-05-18
Hollywood Dream – The Ride,Universal Studios Japan,Bolliger & Mabillard,Steel,2007,34.6666,135.4338,55,144,0,3.8081338615795524,2007-03-09
Infusion (roller coaster),Other,Vekoma,Steel,2007,37.71679176126493,-32.28656269794692,50,104,5,4.5,1999-01-01
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Vekoma,Steel,2007,51.62,6.9725,29,42,0,2.8069529275827314,2007-03-01
Kirnu,Linnanmäki,Intamin,Steel,2007,60.1883,24.94,37,69,0,2.6,2007-04-27
Kvasten,Gröna Lund,Vekoma,Steel,2007,59.3226,18.0964,34,64,0,2.5,2007-04-28
Maverick (roller coaster),Cedar Point,Intamin,Steel,2007,41.4852,-82.6925,70,157,2,4.231700878703119,2007-05-26
Mick Doohan's Motocoaster,Dreamworld,Intamin,Steel,2007,-27.8628,153.3169,44,23,0,3.0055128759646337,2007-09-30
Mystery Mine,Dollywood,Gerstlauer,Steel,2007,35.7956,-83.5301,43,86,2,3.335790896391547,2007-04-13
Phaethon (roller coaster),Gyeongju World,Bolliger & Mabillard,Steel,2007,35.8367,129.28,55,121,6,4.468497103518565,2007-05-05
Rage (roller coaster),Adventure Island,Gerstlauer,Steel,2007,51.5325,0.7167,43,87,3,4.5,2007-02-10
Renegade (roller coaster),Valleyfair,Great Coasters International,Wood,2007,44.8008,-93.4611,51,107,0,3.9,2007-05-12
Sierra Sidewinder,Knott's Berry Farm,Mack Rides,Steel,2007,33.845,-117.9986,37,68,0,2.8378174079740432,2007-05-26
Star Flyer (roller coaster),"Barangay 1, Pasay, Philippines",Vekoma,Other,2007,14.556,120.9859,48,102,0,3.4184288100870113,1999-01-01
Surfrider,Wet'n'Wild Gold Coast,Intamin,Steel,2007,-27.9143,153.3164,47,98,0,3.220016217685302,2007-09-01
Troy (roller coaster),Toverland,Great Coasters International,Wood,2007,37.97048866817526,-37.50522032199069,54,104,0,2.4,2007-06-29
Wicked (roller coaster),Lagoon Amusement Park,Zierer,Steel,2007,40.9839,-111.8956,55,117,1,4.8,2007-06-01
American Thunder (roller coaster),Six Flags St. Louis,Great Coasters International,Wood,2008,38.5125,-90.6772,48,98,0,3.242289491250954,2008-06-20
Backlot Stunt Coaster,Other,Premier Rides,Steel,2008,38.108885450217166,-35.57985667586888,40,77,0,3.0452443725987486,1999-01-01
Behemoth (roller coaster),Canada's Wonderland,Bolliger & Mabillard,Steel,2008,43.839,-79.5406,77,229,0,4.5,2008-05-04
Cobra (Tivoli Friheden),Tivoli Friheden,Sartori Rides,Steel,2008,56.1358,10.1979,43,88,3,4.5,2008-06-28
The Dark Knight Coaster,Other,Mack Rides,Steel,2008,38.37098165678138,-36.13498051487818,30,50,0,2.718274283144961,1999-01-01
Dive Coaster (Chimelong Paradise),Chimelong Paradise,Bolliger & Mabillard,Steel,2008,22.9996,113.3233,68,155,1,4.4,2008-02-07
Dragon's Run,Other,Bolliger & Mabillard,Steel,2008,37.279644720673346,-30.7744718756868,65,144,6,4.567986291330811,1999-01-01
Fahrenheit (roller coaster),Hersheypark,Intamin,Steel,2008,40.291,-76.6552,58,125,6,4.29725602360547,2008-05-24
Flight Deck (Kings Island),Kings Island,Arrow Dynamics,Steel,2008,39.3476,-84.2652,51,106,0,2.9,1993-04-09
Flight of the Hippogriff,Other,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Steel,2008,38.410296087766014,-36.218249090729614,28,46,0,2.6692287697268924,1999-01-01
Goliath (Six Flags Fiesta Texas),Other,Bolliger & Mabillard,Steel,2008,37.700077695237546,-32.147383103496736,50,104,5,4.0,1999-01-01
Jet Rescue,Sea World (Australia),Intamin,Steel,2008,-27.9568,153.4261,43,19,0,2.5,2008-12-26
Kawasemi,Tobu Zoo,Intamin,Steel,2008,37.773402305814955,-34.869298161936854,52,112,0,3.4637660870995965,2008-01-01
Mammut (roller coaster),Gardaland,Vekoma,Steel,2008,45.4578,10.7125,31,54,0,2.8447138301301287,2008-03-19
Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Zamperla,Steel,2008,42.9304,-78.3834,38,72,0,2.950583472148004,2008-05-01
Muntanya Russa (Tibidabo Amusement Park),Tibidabo Amusement Park,Vekoma,Steel,2008,41.4228,2.1198,49,104,0,3.5,2008-12-23
Pony Express (roller coaster),Knott's Berry Farm,Zamperla,Steel,2008,33.8429,-118.0013,38,71,0,2.8594835640278085,2008-05-22
Ravine Flyer II,Waldameer Park,The Gravity Group,Wood,2008,42.1093,-80.157,60,131,0,3.5,2008-05-17
Roller Coaster (Dai Nam Van Hien),Đại Nam Văn Hiến,Hebei Zhongye Metallurgical Equipment,Steel,2008,11.0433,106.6325,46,110,4,4.0,2008-09-11
Round About (roller coaster),"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",Vekoma,Other,2008,33.714,-78.933,48,99,0,3.243436636874943,1999-01-01
Salama (roller coaster),Linnanmäki,Maurer AG,Steel,2008,60.1872,24.9392,37,71,0,3.1347548539370678,2008-04-25
Soak'd,"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",Vekoma,Other,2008,33.714,-78.933,48,99,0,3.243436636874943,1999-01-01
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Gerstlauer,Steel,2008,44.8553,-93.2425,43,87,2,4.4,2008-03-15
Steel Hawg,Indiana Beach,S&S – Sansei Technologies,Steel,2008,40.7909,-86.7718,41,79,2,3.2625333148862268,2008-07-05
Steel Lasso,Frontier City,Chance Morgan,Steel,2008,35.5838,-97.4405,30,48,0,2.2,2008-07-18
T Express,Everland,Intamin,Wood,2008,37.2898,127.2024,64,183,0,4.1124974529448295,2008-03-14
Tsunami (roller coaster),Other,Anton Schwarzkopf,Steel,2008,37.715741140370824,-34.74717091735465,55,118,0,3.53569950677943,1999-01-01
Apocalypse: The Ride,Six Flags Magic Mountain,Great Coasters International,Wood,2009,34.4213,-118.5998,50,104,0,3.2467384697209845,2009-05-23
Blue Fire,Europa-Park,Mack Rides,Steel,2009,48.2624,7.7185,62,137,4,3.8,2009-04-04
Diamondback (Kings Island),Kings Island,Bolliger & Mabillard,Other,2009,39.3421,-84.2674,80,185,0,4.2,2009-04-18
Diving Coaster,Happy Valley Shanghai,Bolliger & Mabillard,Steel,2009,31.0979,121.209,68,213,1,4.0,2009-08-16
Escape of Novgorod,Hansa-Park,Gerstlauer,Steel,2009,54.0744,10.7814,62,131,1,4.3,2009-04-09
Falcon (Duinrell),Duinrell,Gerstlauer,Steel,2009,52.1477,4.3792,43,72,3,4.5,2009-05-14
Grover's Alpine Express,Busch Gardens Williamsburg,Zierer,Steel,2009,37.2361,-76.6444,26,41,0,2.5380097395515335,2009-04-03
Hollywood Rip Ride Rockit,Universal Studios Florida,Maurer AG,Steel,2009,28.4749,-81.4683,65,145,0,4.18,2009-08-19
Hornet (roller coaster),Other,Vekoma,Steel,2009,37.8594572310308,-34.63081934274862,48,99,0,3.298575647619007,1999-01-01
Insane (Gröna Lund),Gröna Lund,Intamin,Steel,2009,59.3233,18.0953,37,116,0,3.5,2009-04-25
ISpeed,Mirabilandia,Intamin,Steel,2009,37.107160085667175,-32.02776138281945,74,171,2,4.401015262883206,2009-05-20
Kozmo's Kurves,"Elysburg, Pennsylvania, United States",Vekoma,Other,2009,40.879,-76.505,48,99,0,3.26046720595415,1999-01-01
Manta (SeaWorld Orlando),SeaWorld Orlando,Bolliger & Mabillard,Steel,2009,28.4119,-81.4617,56,120,4,3.7,2009-05-22
Mumbo Jumbo (roller coaster),Flamingo Land Resort,S&S – Sansei Technologies,Steel,2009,54.209,-0.808,41,80,2,3.0,2009-07-04
